TITLE	CATEGORY
PRECIOUS-Gold slips on economic optimism; platinum adds to gains	b
How Subway Toasted Quiznos	b
'Outlander' Review: A Gorgeous If Rocky Trip To Scotland	e
US wins trade case against China over car import duties -source	b
UPDATE 1-Most NYC listings on Airbnb could be illegal -Attorney General	b
Snapchat Isn't Standing Up For Your Privacy: Report	t
FDA Should Fight Products, Not Food	m
NYMEX-US crude climbs towards $107 on oil export report	b
Nikkei bounces back to end up on month and quarter, window-dressing cited	b
US STOCKS-Wall St falls, Nasdaq tumbles below 50-day moving average	b
This Is What Happens When You Tell A Young Girl She's Fat	m
SE Asia Stocks -Mixed; Manila shares fall on concerns over weak China demand	b
Europe Factors to Watch-Shares set to dip; all eyes on ECB	b
US STOCKS-Wall St gains on merger activity; financials drag	b
US STOCKS-Wall St up for sixth straight session on earnings, healthcare	b
The Internet Reacts To US Airways' NSFW Tweet Exactly How You Would Expect	e
Lunar Eclipse To Bring 'Blood Moon' On April 15 (VIDEO)	t
'This Is Where I Leave You' Trailer Teases All The Family Dysfunction	e
Jesean Morris Arrested For Parole Violation After Posting 'Ice Bucket Challenge  ...	e
Alps says no complaints from GM over ignition switches	t
Vietnam index plummets about 6 pct on South China sea dispute	b
This Is What It Looks Like When Miley Cyrus Rolls A Joint	e
RWE resumes natural gas supply to Ukraine	b
Do Higher Prices Make Food Taste Better? Science Says Yes	m
US STOCKS-Wall St falls as retailers, Caterpillar weigh	b
UPDATE 3-US FDA panel votes in favor of two anti-infective drugs	m
Vienna stocks lose appeal as emerging Europe worries investors	b
Comcast considers $2.5 bln more in share buyback - Bloomberg	t
Rare Gorilla Caesarean Birth Captured On Video	m
US STOCKS-Futures little changed ahead of data; Wal-Mart earnings disappoint	b
Euro flat as Russia says won't annex other parts of Ukraine	b
This 'Game Of Thrones'/'Frozen' Parody Is Disturbingly Good	e
'Jem And The Holograms' Movie Casts Its Leads	e
Fruit Flies Maneuver Like Fighter Jets To Avoid Predators, Study Shows (VIDEO)	t
UPDATE 1-Facebook to use satellites, drones to spread the Internet	t
Kylie Jenner's Plunging Jumpsuit At The MMVAs Is Really, Really Racy	e
UPDATE 3-State high court rules NYC ban on large sodas is illegal	m
'Magic In The Moonlight' Trailer Shows Woody Allen's Latest Trip To Europe	e
Is the iPad a Big iPhone Or a Small Mac? Or Is It More Like a TV?	t
Trend Alert: 6 Messaging Apps That Let Teens Share (Iffy) Secrets	t
Amazon Really, Really Wants This Book War To End	b
Google Explains Exactly How It Reads All Your Email	t
The 'Teenage Mutant Ninja Turtles' Trailer Is Here	e
Ford's CEO Fields gets 9 pct raise in annual salary	b
UPDATE 1-Fees fuel 13 percent profit rise at Morgan Stanley wealth unit	b
Libyan rebels to reopen two remaining oil terminals: spokesman	b
UPDATE 5-Alibaba revenue accelerates ahead of IPO	b
GLOBAL MARKETS-Shares trim losses, dollar dips after jobs report	b
Gazprom in 'constructive' South Stream talks with EU	b
New York Attorney General accuses Barclays of 'dark pool' fraud	b
Valerie Harper Says She's Not Cancer-Free, 'Finally Got A Will' After Terminal  ...	e
Aereo CEO Speaks Out About Supreme Court Case	e
WRAPUP 1-Search area for Malaysian airliner widened after French satellite  ...	b
UPDATE 2-US administration says Obamacare enrollment tops 5 million	b
Icahn, Ackman may team up on activist investments - WSJ	b
UPDATE 2-TrueCar.com shares rise about 11 pct in debut	b
Omnicom, Publicis call off proposed $35 billion merger- NY Times	b
The Clock Is Winding Down On Medical Marijuana For Kids In Illinois	m
Fitch Affirms Korea Land and Housing at 'AA-'; Outlook Stable	b
From The 'Oprah Show' Archives: Michael Jackson Shares His Life Purpose In  ...	e
PRECIOUS-Platinum firm on South African strikes; gold eases below $1300	b
UK lawmaker says BoE's handling of forex probe 'not encouraging'	b
UPDATE 1-IAC increases stake in Tinder -report	b
'Hedwig And The Angry Inch' On Broadway Is Going To Be Amazing, Here's Proof	e
UPDATE 3-Holcim, Lafarge agree merger to create cement giant	b
Sick Red Robin Worker May Have Exposed As Many As 5000 People To  ...	m
UPDATE 1-US 'not expecting good news' at WTO meeting on Indian row	b
Hidden 'Ocean' Discovered Deep Underground Near Earth's Core	t
Little hope for eight trapped Honduran miners	b
Hotel chain La Quinta makes subdued debut in crowded IPO market	b
UPDATE 1-UK to sell shares worth $6.9 billion in Lloyds Bank	b
UPDATE 3-Japan approves energy plan reinstating nuclear power	b
UPDATE 2-Microsoft targeted in apparent Chinese antitrust probe	t
PRECIOUS-Gold drops as US growth optimism weighs, China sells	b
Housing sector turning the corner; jobs market firming	b
Rosie O'Donnell Is Returning To Co-Host 'The View': TMZ	e
First Camelopardalid Meteor Shower To Debut May 23 (LIVESTREAM VIDEO)	t
US veterans agency needs $17.6 bln to clear wait times -acting head	m
Judge Joe Brown Arrested In Memphis	e
'Batman vs. Superman' Won't Move For 'Captain America'	e
Zendaya To Play Aaliyah In Lifetime Biopic: Does Color Matter?	e
NY AG to file securities fraud lawsuit against Barclays -source	b
'Whale Buffet' In Japan As Whaling Supporters Vow To Defy World Court Ruling	t
America's Best Hospital Is...	m
Extracting carbon from nature can aid climate but will be costly-UN	t
'Mad Men' Review: Dancing In The Dark	e
Chipotle To Cover Cups With Think Pieces, Poems By Famous Writers	e
RPT-UPDATE 1-BNP Paribas nears up to $9 bln settlement with US authorities  ...	b
Barclays shifts senior executive to dark pool investigation	b
CORRECTED-Wells Fargo profit rises 14 pct as costs fall	b
UPDATE 1-Under fire, Pfizer hits back as weighs next Astra move	b
'Fury' Trailer Puts Brad Pitt & Shia LaBeouf In A Tank	e
The Reason Chris Pratt Stole His 'Guardians Of The Galaxy' Costume Will Melt  ...	e
OECD cuts China 2014 growth forecast to 7.4 percent	b
WHO Calls For 'Concerted Effort' To Bring Down Hepatitis C Drug Costs	m
Ice Cube Jokes That Paul Walker 'Robbed' Him Of An MTV Movie Award	e
One Billion People Still Practise Open Defecation, Endangering Public Health: UN	m
RPT-Fitch: No Immediate Effect on BNP Paribas's Ratings from Settlement	b
UPDATE 1-Kerry says Russia-China gas deal not linked to Ukraine	b
Mental Health Wellness Critical to Nation's Well-Being	m
FOREX-Growing threat of ECB action keeps euro subdued	b
US STOCKS-Wall St to open lower as momentum stocks stay weak	b
UPDATE 3-GM says facing multiple probes into recent recalls	b
UPDATE 2-China's faster lending in May seen helping steady economy	b
UPDATE 2-Symantec fires CEO Bennett	b
Save the Met #weareopera	e
Duke Porn Star Belle Knox: 'I Craft My Scenes Off Of What Turns Me On'	e
UPDATE 2-Disney TV executive Sweeney to leave company in January	e
UPDATE 1-German investor morale drops to lowest in 1-1/2 years in July	b
Dr. Oz Grilled In Congress, Admits Weight Loss Products He Touts Don't Pass  ...	m
How James Gunn Turned 'Guardians Of The Galaxy' Into The Coolest & Weirdest  ...	e
Heartbleed: Why Changing Your Passwords Isn't Enough	t
UPDATE 1-China Jan-Feb property investment slows, sales drop	b
FOREX-Dollar pauses for breath after strongest week since March	b
Apple Close To Buying Beats Electronics For $3.2 Billion: FT	b
Food scare driving away Yum, McDonald's diners in China	b
UPDATE 1-SanDisk to buy Fusion-io for $1.1 bln	b
Teen's Science Fair Font Project Could Save Government Millions	t
FOREX-Euro stumbles to lowest in almost a year on Draghi dovishness	b
Internet Ad Revenue Soars Past Broadcast TV Ad Revenue For First Time	b
UN: Ebola Could Eventually Infect 20000 People	m
UPDATE 3-Daimler and Nissan to invest $1.36 bln to build premium small cars	t
UPDATE 2-China June consumer inflation cools, more stimulus expected	b
UPDATE 1-EU urges Russia to weigh improved offer for Ukraine gas	b
BOJ may offer brighter view on capex, policy on hold	b
Salmonella Fears Prompt Recall Of Certain Chia Powder-Containing Products	m
UPDATE 1-Facebook to use satellites, drones to spread the Internet	t
Lupita Nyong'o Shows Us The Right Way To Wear A Tricky Trend At The CFDA  ...	e
Chiquita combines with Fyffes to be top banana	b
UPDATE 2-Nvidia's 3rd-qtr revenue outlook exceeds expectations	b
Red Hat 1st-qtr results beat estimates on subscription growth	t
UPDATE 3-US author, poet Maya Angelou dies at 86	e
RPT-GLOBAL ECONOMY WEEKAHEAD-Europe fears deflation as Ukraine  ...	b
Daimler bets Smart brand to revive on new models, Renault tie-up	t
Octopus Mother Of The Year Has 8 Arms, Spends More Than Four Years  ...	t
Andi Dorfman Chooses Josh Murray And Gets Engaged On 'The Bachelorette  ...	e
UPDATE 3-Yellen cites housing, geopolitical tensions as economic risks	b
UPDATE 1-US CDC says finds smallpox vials from 1950s in FDA storage room	m
UPDATE 1-US home prices rise in January -S&P/Case-Shiller	b
UPDATE 4-Google takes consumers' wrists to next frontier with Android watch	t
$84000 For A 12-Week Treatment? Pharma Trade Group Defends Hepatitis  ...	m
GRAINS-Corn firms after USDA confirms planting delays	b
RPT-Fitch Affirms Rural Electrification Corporation at 'BBB-'/Stable	b
India Morning Call-Global Markets	b
UPDATE 2-Death toll from West Africa Ebola outbreak jumps to 603 - WHO	m
UPDATE 2-BNP Paribas CEO tells employees bank facing heavy US penalties	b
Brittany Murphy's Last Movie, 'Something Wicked,' To Be Released In April	e
Kate Hudson Wows In Strapless Cutout Dress At Film Premiere	e
FOREX-Dollar falls as sentiment weakens ahead of US data	b
What 'Game of Thrones' Can Teach Us About Real Life	e
ECB's Constancio sees inflation below 1 pct for some time	b
UPDATE 3-Philips spins off lighting components businesses	b
AUGUSTA, Maine (AP) — Maine's unemployment fell slightly to 6.2 percent in  ...	b
UPDATE 2-Ray-Ban maker Luxottica clinches Google Glass deal	t
UN: 'We're Talking About 20 to 30 Years From Now'	t
Lindsay Lohan Explains Why She Didn't Always Follow Filming Schedules For  ...	e
GRAINS-Soy dives on chart selling, bearish view of world supplies	b
NEWSMAKER-Valeant CEO breaks the mold in building drug empire	b
Fitch Affirms Turks and Caicos Islands' UK Government Guaranteed USD Bond  ...	b
Jenna Dewan's Colorful Minidress Has Us Thinking Of Summer	e
Cameron enlists ex-Goldman economist in global superbug fight	m
PRECIOUS-Bullion drops nearly 1 pct on dollar, palladium holds near 2-1/2-yr high	b
Italian, Spanish bond yields hold near multi-year lows on soft inflation	b
UPDATE 1-US, Singapore reach agreement on tax evasion -US Treasury	b
CORRECTED-Output of Ambassadors halted, iconic car of official India	b
Captain America: The Winter Soldier: Believe the Hype	e
The Mockingjay Lives In New 'Hunger Games: Mockingjay - Part 1' Teaser	e
FOREX-Dollar gains on outlook for hawkish Fed, strong US data	b
Giant Hole Forms In Siberia, And Nobody Can Explain Why	t
China June daily crude oil imports down 7.8 pct on month	b
Fed poised to trim bond buying, rewrite rates guidance	b
China share-indexes end higher, lifted by banks	b
FOREX-Dollar lower against euro, up against yen on risk appetite	b
EM ASIA FX-Asia currencies firmer as yuan steadies; rupee shines	b
REFILE-Chinese shares up on urbanisation investment plans	b
Miranda Lambert Sizzles On Rolling Stone Cover, Reveals Her Obsession With  ...	e
SAFT ON WEALTH-Who's afraid of Janet Yellen?	b
Men's Wearhouse Is Buying Jos. A. Bank	b
Ryan Gosling Attached To Busby Berkeley Biopic	e
Argentina's Kicillof says has processed June 30 debt payment	b
UPDATE 1-Bristol's Eliquis approved to prevent clots after hip, knee surgery	m
Amgen to cut up to 2900 jobs, prepares to introduce new drugs	b
Puerto Rico weighs on Templeton funds muni bond business	b
NYMEX-US crude falls on profit taking, weak economic data	b
Saturn's Northern Lights Glow Luminous Blue In New Hubble Photos	t
The Startling Link Between Dating Apps And STI Risk	m
UPDATE 2-Pfizer sales way off mark as company pursues AstraZeneca	b
WRAPUP 4-Argentina fails to reach debt agreement, default looms	b
Gazprom CEO accuses Ukraine of being 'unconstructive' in gas talks	b
UPDATE 2-Peace Corps pulls volunteers from West Africa due to Ebola	m
Australia shares falls on miners, eke out gain for week	b
China's Lanzhou Warns Drinking Water Contains Dangerous Levels Of Benzene	b
Meet The Latinos At The 2014 Coachella Music Festival (VIDEOS)	e
CORRECTED-Apple to replace iPad 2 with upgraded iPad 4	t
UPDATE 5-Oil drops on signs of rising supply; Brent below $111	b
UPDATE 1-All workers test negative for MERS at Indiana hospital-official	m
US STOCKS-Wall St falls in broad selloff; Twitter tumbles	b
RPT--US Fed to release results of financial industry health check	b
UPDATE 1-Study paves way for simple blood test to predict Alzheimer's	m
Taylor Swift Crashes Super Fan's Bridal Shower, Making It The Best Bridal  ...	e
REFILE-Threat of new claims in Argentina debt fight	b
UPDATE 1-Japan considers curtailing whale hunt further - media	t
'Game Of Thrones' Season 4 Episode 3 Recap: 'Breaker Of Chains'	e
BP Refinery Spills Oil Into Lake Michigan During Malfunction	b
UPDATE 2-Icahn changes course, urges eBay to sell 20 pct of PayPal	b
UPDATE 2-BNP nears up to $9 bln settlement with US authorities - source	b
FOREX-Euro at 2-month high, tests ECB's resolve on currency	b
Banks are managing lower liquidity on their own -Draghi	b
US STOCKS-Wall St sharply cuts gains as biotechs plunge	b
6 Stylish, Last-Minute Mother's Day Gifts You Can Make	e
Jada Pinkett Smith Slams Willow Smith Photo 'Controversy'	e
Matthew Cowles Dead: 'All My Children' Actor Dies At 69	e
On 'Tonight Show', Chris Christie shows off dance moves, deadpans on  ...	e
US construction spending barely up as homebuilding tumbles	b
GLOBAL MARKETS-Wall Street ends down after record high; sterling tumbles	b
UPDATE 1-Microsoft expected to announce job cuts this week -Bloomberg	t
CANADA FX DEBT-Canada dollar flat despite higher oil prices	b
UPDATE 1-Fukushima fishermen approve plan to release groundwater from plant	b
GLOBAL MARKETS-US stocks rise, push Dow to record; euro slips on ECB view	b
Michael Lewis On '60 Minutes' Says Stock Market Is Rigged	b
MTV VMAs Moving To The Forum In Los Angeles	e
Björk Is Getting Her Own Massive Art Exhibition	e
Facebook Is Trying Out A 'Buy' Button	t
GLOBAL MARKETS-Asian shares at 1-year high, bonds fly high on ECB hopes	b
Russia's Economy Is Already In Recession, Estimates IMF	b
Sterling falls vs euro on UK data, bets on ECB inaction	b
It's Carbon and Monoxide the Ol' Detroit Perfume	b
UPDATE 2-Tech firms write to US FCC to oppose 'net neutrality' plan	t
Hepatitis Exposure At Red Robin Restaurant In Missouri; Thousands Offered  ...	m
Adecco rallies as European shares advance	b
GLOBAL ECONOMY-Most major economies end first quarter on weaker note	b
Mother's Day: A Unique Opportunity!	e
Kardashians And French Montana Celebrate Khloe's Birthday In Style	e
Production on 'Fast & Furious 7' recently resumed after it was suspended  ...	e
US rejects challenge to $13 bln JPMorgan Chase settlement	b
FOREX-Dollar recoups steep losses vs yen; focus on Fed minutes	b
TreeHouse Foods to buy Flagstone Foods for $860 mln	b
Baxter plans to spin off biotech business in 2015	b
RPT-FOREX-Euro firm on expectations of inflation uptick; pound surges	b
First Nighter: Idina Menzel's	e
Paul Walker Tribute Video Presented At MTV Movie Awards	e
The 'Game Of Thrones' Wedding Dress We've All Been Dying To See	e
UPDATE 1-Spacewalkers replace failed computer outside space station	t
UPDATE 3-Apache to quit gas projects in Australia and Canada	b
Tracy Morgan In Fair Health Condition After New Jersey Crash	e
